title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable landIce.yr.sftgrf_tavg-u-hxy-u (IyrAnt.sftgrf),1185,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1185,yr landIce CMIP6,sftgrf_tavg-u-hxy-u,grounded_ice_sheet_area_fraction,"""comment"" was ""Percentage of grid cell covered by grounded ice sheet"";",area: areacellg,area: time: mean,This is needed in case the grounded ice sheet area changes in time (NO floating ice shelf),xant yant time,yr,Grounded Ice Sheet Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.yr.sftflf_tavg-u-hxy-u (IyrAnt.sftflf),1183,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1183,yr landIce CMIP6,sftflf_tavg-u-hxy-u,floating_ice_shelf_area_fraction,"""comment"" was ""Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water"";",area: areacellg,area: time: mean,This is needed in case the floating ice sheet area changes in time (NO grounded ice sheet),xant yant time,yr,Floating Ice Shelf Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.yr.modelCellAreai_tavg-u-hxy-u (IyrAnt.modelCellAreai),1181,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1181,yr landIce CMIP6,modelCellAreai_tavg-u-hxy-u,cell_area,"""comment"" was ""Horizontal area of ice-sheet grid cells""; ; ""cell_methods"" was ""area: time: mean"";",area: areacellg,area: sum time: mean,"When interpolated to a regular grid, it should be interpolated (not summed) with a conservative scheme to preserve total area",xant yant time,yr,The Cell Area of the Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: sum time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lithk_tavg-u-hxy-is (IyrAnt.lithk),1180,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1180,yr landIce CMIP6,lithk_tavg-u-hxy-is,land_ice_thickness,"""comment"" was ""The thickness of the ice sheet"";",area: areacellg,area: time: mean where ice_sheet,This is needed in case ice sheet thickness changes in time,xant yant time,yr,Ice Sheet Thickness,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",m,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litemptop_tavg-u-hxy-is (IyrAnt.litemptop),1179,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1179,yr landIce CMIP6,litemptop_tavg-u-hxy-is,temperature_at_top_of_ice_sheet_model,"""comment"" was ""Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Temperature at Top of Ice Sheet Model,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litempbot_tavg-u-hxy-gis (IyrAnt.litempbotgr),1178,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1178,yr landIce CMIP6,litempbot_tavg-u-hxy-gis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice sheet - bedrock interface. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xant yant time,yr,Basal Temperature of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.yr.litempbot_tavg-u-hxy-fis (IyrAnt.litempbotfl),1177,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1177,yr landIce CMIP6,litempbot_tavg-u-hxy-fis,land_ice_basal_temperature,"""comment"" was ""Basal temperature that is used to force the ice sheet models, it is the temperature AT ice shelf-ocean interface.  Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xant yant time,yr,Basal Temperature of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",K,CMIP6 CMOR variable,,,,,
Variable landIce.yr.limnsw_tavg-u-hm-is (IyrAnt.limnsw),1176,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1176,yr landIce CMIP6,limnsw_tavg-u-hm-is,land_ice_mass_not_displacing_sea_water,"""comment"" was ""The ice sheet mass is computed as the volume above flotation times density. Changes in land_ice_mass_not_displacing_sea_water will always result in a change in sea level, unlike changes in land_ice_mass which may not result in sea level change (such as melting of the floating ice shelves, or portion of ice that sits on bedrock below sea level)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Ice Sheet Mass That Does not Displace Sea Water,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean, CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,",kg,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lim_tavg-u-hm-is (IyrAnt.lim),1175,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1175,yr landIce CMIP6,lim_tavg-u-hm-is,land_ice_mass,"""comment"" was ""The ice sheet mass is computed as the volume times density"";",,area: sum where ice_sheet time: mean,Antarctica,time,yr,Ice Sheet Mass,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg,CMIP6 CMOR variable,,,,,
Variable landIce.yr.lifmassbf_tavg-u-hxy-is (IyrAnt.lifmassbf),1174,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1174,yr landIce CMIP6,lifmassbf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving_and_ice_front_melting,,area: areacellg,area: time: mean where ice_sheet,Total mass balance at the ice front (or vertical margin). It includes both iceberg calving and melt on vertical ice front,xant yant time,yr,Land Ice Vertical Front Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.licalvf_tavg-u-hxy-is (IyrAnt.licalvf),1173,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1173,yr landIce CMIP6,licalvf_tavg-u-hxy-is,land_ice_specific_mass_flux_due_to_calving,,area: areacellg,area: time: mean where ice_sheet,Loss of ice mass resulting from iceberg calving. Computed as the rate of mass loss by the ice shelf (in kg s-1) divided by the horizontal area of the ice sheet (m2) in the grid box.,xant yant time,yr,Land Ice Calving Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.libmassbfgr_tavg-u-hxy-gis (IyrAnt.libmassbfgr),1172,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1172,yr landIce CMIP6,libmassbfgr_tavg-u-hxy-gis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the grounded land ice portion of the grid cell divided by grounded land ice area in the grid cell. Cell_methods: area: mean where grounded_ice_sheet""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),quantity averaged over grounded land ice,xant yant time,yr,Basal Specific Mass Balance Flux of Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.libmassbffl_tavg-u-hxy-fis (IyrAnt.libmassbffl),1171,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1171,yr landIce CMIP6,libmassbffl_tavg-u-hxy-fis,land_ice_basal_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice base.  A negative value means loss of ice. Computed as the total basal mass balance on the floating land ice (floating ice shelf) portion of the grid cell divided by floating land ice (floating ice shelf) area in the grid cell. Cell_methods: area: mean where floating_ice_shelf""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",area: areacellg,area: time: mean where floating_ice_shelf (mask=sftflf),quantity averaged over floating land ice,xant yant time,yr,Basal Specific Mass Balance Flux of Floating Ice Shelf,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sutime: mean where floating_ice_shelf (comment: mask=sftflf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum time: mean where floating_ice_shelf (comment: mask=sftflf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (comment: mask=sftflf), area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where floating_ice_shelf (mask=sftflf),",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.yr.iareagr_tavg-u-hm-fis (IyrAnt.iareagr),1170,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1170,yr landIce CMIP6,iareagr_tavg-u-hm-fis,grounded_ice_sheet_area,"""comment"" was ""Total area of the grounded ice sheets (the component of ice sheet resting over bedrock)""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",,area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,Antarctica,time,yr,Area Covered by Grounded Ice Sheet,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where ice_sheet time: mean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (comment: mask=sfgrlf) time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: sum where grounded_ice_sheet (mask=sfgrlf) time: mean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.iareafl_tavg-u-hm-fis (IyrAnt.iareafl),1169,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1169,yr landIce CMIP6,iareafl_tavg-u-hm-fis,floating_ice_shelf_area,"""comment"" was ""Total area of the floating ice shelves (the component of ice sheet that flows over ocean)""; ; ""cell_methods"" was ""area: time: mean where floating_ice_shelf (comment: mask=sftflf)"";",,area: sum where floating_ice_shelf (mask=sftflf) time: mean,Antarctica,time,yr,Area Covered by Floating Ice Shelves,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (comment: mask=sftflf) time: mean,; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where floating_ice_shelf (comment: mask=sftflf) CMIP7:area: sum where floating_ice_shelf (mask=sftflf) time: mean,",m2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.hfgeoubed_tavg-u-hxy-gis (IyrAnt.hfgeoubed),1168,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1168,yr landIce CMIP6,hfgeoubed_tavg-u-hxy-gis,upward_geothermal_heat_flux_at_ground_level_in_land_ice,"""comment"" was ""Upward geothermal heat flux per unit area beneath land ice""; ; ""cell_methods"" was ""area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf)"";",area: areacellg,area: time: mean where grounded_ice_sheet (mask=sfgrlf),,xant yant time,yr,Geothermal Heat Flux Beneath Land Ice,landIce,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sutime: mean where grounded_ice_sheet (comment: mask=sfgrlf) copy,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf), area: sum time: mean where grounded_ice_sheet (comment: mask=sfgrlf),;  ; CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,; CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean where grounded_ice_sheet (comment: mask=sfgrlf) CMIP7:area: time: mean where grounded_ice_sheet (mask=sfgrlf),",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.yr.acabf_tavg-u-hxy-is (IyrAnt.acabf),1167,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1167,yr landIce CMIP6,acabf_tavg-u-hxy-is,land_ice_surface_specific_mass_balance_flux,"""comment"" was ""Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet only, to avoid contamination from other surfaces (eg: permafrost)",xant yant time,yr,Surface Mass Balance Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.tsn_tavg-u-hxy-lnd (ImonGre.tsn),1166,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1166,mon landIce CMIP6,tsn_tavg-u-hxy-lnd,temperature_in_surface_snow,"""comment"" was ""This temperature is averaged over all the snow in the grid cell that rests on land or land ice.  When computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.   Reported as missing in regions free of snow on land.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Snow Internal Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.ts_tavg-u-hxy-is (ImonGre.ts),1165,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1165,mon landIce CMIP6,ts_tavg-u-hxy-is,surface_temperature,"""comment"" was ""Temperature of the lower boundary of the atmosphere""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Surface Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.tas_tavg-h2m-hm-is (ImonGre.tas),1164,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1164,mon landIce CMIP6,tas_tavg-h2m-hm-is,air_temperature,"""comment"" was ""near-surface (usually, 2 meter) air temperature""; ; ""modeling_realm"" was ""landIce land"";",,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,time height2m,mon,Near-Surface Air Temperature,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",K,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snm_tavg-u-hxy-is (ImonGre.snm),1163,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1163,mon landIce CMIP6,snm_tavg-u-hxy-is,surface_snow_melt_flux,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,xgre ygre time,mon,Surface Snow Melt,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snicem_tavg-u-hxy-is (ImonGre.snicem),1162,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1162,mon landIce CMIP6,snicem_tavg-u-hxy-is,surface_snow_and_ice_melt_flux,,area: areacellg,area: time: mean where ice_sheet,Loss of snow and ice mass resulting from surface melting. Computed as the total surface melt on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Snow and Ice Melt Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snicefreez_tavg-u-hxy-is (ImonGre.snicefreez),1161,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1161,mon landIce CMIP6,snicefreez_tavg-u-hxy-is,surface_snow_and_ice_refreezing_flux,,area: areacellg,area: time: mean where ice_sheet,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,xgre ygre time,mon,Surface Snow and Ice Refreeze Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.snc_tavg-u-hxy-is (ImonGre.snc),1160,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1160,mon landIce CMIP6,snc_tavg-u-hxy-is,surface_snow_area_fraction,"""comment"" was ""Percentage of each grid cell that is occupied by snow that rests on land portion of cell.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only, to avoid contamination from other surfaces (eg: permafrost)",xgre ygre time,mon,Snow Area Percentage,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",%,CMIP6 CMOR variable,,,,,
Variable landIce.mon.sbl_tavg-u-hxy-is (ImonGre.sbl),1159,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1159,mon landIce CMIP6,sbl_tavg-u-hxy-is,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,,area: areacellg,area: time: mean where ice_sheet,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,xgre ygre time,mon,Surface Snow and Ice Sublimation Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:landIce CMIP7:ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rsus_tavg-u-hxy-is (ImonGre.rsus),1158,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1158,mon landIce CMIP6,rsus_tavg-u-hxy-is,surface_upwelling_shortwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'shortwave' means shortwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""shortwave"" means shortwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xgre ygre time,mon,Surface Upwelling Shortwave Radiation,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rsds_tavg-u-hxy-is (ImonGre.rsds),1157,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1157,mon landIce CMIP6,rsds_tavg-u-hxy-is,surface_downwelling_shortwave_flux_in_air,"""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,Surface solar irradiance for UV calculations.,xgre ygre time,mon,Surface Downwelling Shortwave Radiation,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rlus_tavg-u-hxy-is (ImonGre.rlus),1156,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1156,mon landIce CMIP6,rlus_tavg-u-hxy-is,surface_upwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Upwelling radiation is radiation from below. It does not mean ""net upward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xgre ygre time,mon,Surface Upwelling Longwave Radiation,landIce,up,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.rlds_tavg-u-hxy-is (ImonGre.rlds),1155,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1155,mon landIce CMIP6,rlds_tavg-u-hxy-is,surface_downwelling_longwave_flux_in_air,"""comment"" was ""The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,"The surface called ""surface"" means the lower boundary of the atmosphere. ""longwave"" means longwave radiation. Downwelling radiation is radiation from above. It does not mean ""net downward"". When thought of as being incident on a surface, a radiative flux is sometimes called ""irradiance"". In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called ""vector irradiance"". In accordance with common usage in geophysical disciplines, ""flux"" implies per unit area, called ""flux density"" in physics.",xgre ygre time,mon,Surface Downwelling Longwave Radiation,landIce,down,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",W m-2,CMIP6 CMOR variable,,,,,
Variable landIce.mon.prsn_tavg-u-hxy-is (ImonGre.prsn),1154,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1154,mon landIce CMIP6,prsn_tavg-u-hxy-is,snowfall_flux,"""comment"" was ""At surface; includes precipitation of all forms of water in the solid phase""; ; ""modeling_realm"" was ""landIce land"";",area: areacellg,area: time: mean where ice_sheet,quantity averaged over ice sheet (grounded ice sheet and floating ice shelf) only. Needed to analyse the impact of downscaling methods,xgre ygre time,mon,Snowfall Flux,landIce,,"CHANGE SINCE CMIP6 in Modeling Realm - CMIP6:land, landIce CMIP7:land, ocean,",kg m-2 s-1,CMIP6 CMOR variable,,,,,
